fips_state,fips_county,County
48,0,Sunset Valley city
48,0,Sun Valley city
48,0,Surfside Beach city
48,0,Sweeny city
48,0,Sweetwater city
48,0,Taft city
48,0,Tahoka city
48,0,Talco city
48,0,Talty town
48,0,Tatum city
48,0,Taylor city
48,0,Taylor Lake Village city
48,0,Taylor Landing city
48,0,Teague city
48,0,Tehuacana town
48,0,Temple city
48,0,Tenaha town
48,0,Terrell city
48,0,Terrell Hills city
48,0,Texarkana city
48,0,Texas City city
48,0,Texhoma city
48,0,Texline town
48,0,The Colony city
48,0,The Hills village
48,0,Thompsons town
48,0,Thorndale city
48,0,Thornton town
48,0,Thorntonville town
48,0,Thrall city
48,0,Three Rivers city
48,0,Throckmorton town
48,0,Tiki Island village
48,0,Timbercreek Canyon village
48,0,Timpson city
48,0,Tioga town
48,0,Tira town
48,0,Toco city
48,0,Todd Mission city
48,0,Tolar city
48,0,Tomball city
48,0,Tom Bean city
48,0,Tool city
48,0,Toyah town
48,0,Trent town
48,0,Trenton city
48,0,Trinidad city
48,0,Trinity city
48,0,Trophy Club town
48,0,Troup city
48,0,Troy city
48,0,Tulia city
48,0,Turkey city
48,0,Tuscola city
48,0,Tye city
48,0,Tyler city
48,0,Uhland city
48,0,Uncertain city
48,0,Union Grove city
48,0,Union Valley city
48,0,Universal City city
48,0,University Park city
48,0,Uvalde city
48,0,Valentine town
48,0,Valley Mills city
48,0,Valley View city
48,0,Van city
48,0,Van Alstyne city
48,0,Van Horn town
48,0,Vega city
48,0,Venus town
48,0,Vernon city
48,0,Victoria city
48,0,Vidor city
48,0,Vinton village
48,0,Volente village
48,0,Von Ormy city
48,0,Waco city
48,0,Waelder city
48,0,Wake Village city
48,0,Waller city
48,0,Wallis city
48,0,Walnut Springs city
48,0,Warren City city
48,0,Waskom city
48,0,Watauga city
48,0,Waxahachie city
48,0,Weatherford city
48,0,Webberville village
48,0,Webster city
48,0,Weimar city
48,0,Weinert city
48,0,Weir city
48,0,Wellington city
48,0,Wellman city
48,0,Wells town
48,0,Weslaco city
48,0,West city
48,0,Westbrook city
48,0,West Columbia city
48,0,Westlake town
48,0,West Lake Hills city
48,0,Weston city
48,0,Weston Lakes city
48,0,West Orange city
48,0,Westover Hills town
48,0,West Tawakoni city
48,0,West University Place city
48,0,Westworth Village city
48,0,Wharton city
48,0,Wheeler city
48,0,White Deer town
48,0,Whiteface town
48,0,Whitehouse city
48,0,White Oak city
48,0,Whitesboro city
48,0,White Settlement city
48,0,Whitewright town
48,0,Whitney town
48,0,Wichita Falls city
48,0,Wickett town
48,0,Willis city
48,0,Willow Park city
48,0,Wills Point city
48,0,Wilmer city
48,0,Wilson city
48,0,Wimberley city
48,0,Windcrest city
48,0,Windom town
48,0,Windthorst town
48,0,Winfield city
48,0,Wink city
48,0,Winnsboro city
48,0,Winona town
48,0,Winters city
48,0,Wixon Valley city
48,0,Wolfe City city
48,0,Wolfforth city
48,0,Woodbranch city
48,0,Woodcreek city
48,0,Woodloch town
48,0,Woodsboro town
48,0,Woodson town
48,0,Woodville town
48,0,Woodway city
48,0,Wortham town
48,0,Wylie city
48,0,Yantis town
48,0,Yoakum city
48,0,Yorktown city
48,0,Zavalla city
