MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2016,1043,8,ENCANA OIL & GAS(USA) INC.,12/24/2016,Producer,MIDLAND,42562,0,0,Crude,78,75,3,Tank Battery,Corrosion - Rust,Other,None,,PHILLIPS 7A BATTERY,"VAC TRUCK, AFFECTED AREA WILL BE CLEANED",PHILLIPS 7A,SPRABERRY (TREND AREA)
2016,922,6,VALENCE OPERATING COMPANY,12/23/2016,Producer,WOOD,0,275679,0,Gas Well Liquid,30,0,30,Tank Battery,Other,Other,None,,"GRACE, J. SUR, A-225","LIGHTNING, CONTAINED W/IN FIREWALL, MIXED W/SAND BIOREMEDIATION","MCDOWELL, PAUL",YANTIS (HEARD ZONE)
2016,1073,4,"OXY INGLESIDE OIL PIPELINE, LLC",12/23/2016,Transporter,SAN PATRICIO,0,0,0,Crude,1766,1740,26,Tank Battery,Equipment Failure,Other,None,,"ABS 271, VAN ZACHARIAS","VAC UP, PICKED UP AND CONTAINED IN SECURE LOCATION, BIODEGRADATION",STATE CRIMM 0-65X67,NO FIELD NAME
2016,910,7C,"FDL OPERATING, LLC",12/23/2016,Producer,IRION,17694,0,0,Crude,19,19,0,Tank Battery,Corrosion - Rust,Other,None,,"31.0912444395, -101.1255596201","ALL LIQUIDS REMOVED FROM INSIDE LINED CONTAINMENT, NO LIQUIDS LEFT",CORONADO,LIN (WOLFCAMP)
2016,921,7B,"ENERVEST OPERATING, L.L.C.",12/23/2016,Producer,PARKER,0,232995,0,Crude,20,19,1,Tank Battery,Equipment Failure,Other,None,,"RIDDELL, S","PICKED UP FLUIDS, DUG OUT COMTAMINATED SOIL, BERM BUILT, REMED","SORG, P. J. ESTATE",NO FIELD NAME
2016,982,10,"4P ENERGY TEXAS, LLC",12/23/2016,Producer,WHEELER,0,278157,0,Crude,22,0,22,Tank Battery,Equipment Failure,Other,None,,"SEC 32, BLK RE, ROBERTS & EDDLEMAN, A-502","EQUIPMENT FAILURE CAUSING FIRE, REMEDIATION",ELMORE 21,ALLISON-BRITT (12350)
2016,954,5,ROMACK PRODUCTION COMPANY,12/21/2016,Producer,KAUFMAN,3319,0,0,Combined,150,50,100,Tank Battery,Equipment Failure,Other,None,,E. FITZGERALD A-150,"BERM CONSTRUCTED, BACKHOE, LIQUIDS REMOVED, CONTAMINATED VEG CLEAR","JORDAN, VERNON ET AL","HAM GOSSETT, EAST"
2016,1042,8,ENERGEN RESOURCES CORPORATION,12/21/2016,Producer,LOVING,41901,0,0,Combined,31,30,1,Tank Battery,Equipment Failure,Other,None,,"31.710353, -103.379167","VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE.",UNIVERSITY 11-19,TWO GEORGES (BONE SPRING)
2016,963,9,"BLUESTONE NATURAL RES. II, LLC",12/21/2016,Producer,THROCKMORTON,0,214662,0,Crude,85,0,85,Tank Battery,Equipment Failure,Other,None,,MCKINNEY & WILLIAMS A-419,"FLUSHED, IMPLEMENT A REMEDIATION PLAN","MOONEY UNIT ""B""","NEWARK, EAST (BARNETT SHALE)"
2016,1049,8,APACHE CORPORATION,12/20/2016,Producer,ANDREWS,20587,0,0,Crude,44,40,4,Tank Battery,Equipment Failure,Other,None,,"32.3317, -102.6272","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",SHAFTER LAKE /SAN ANDRES/ UNIT,SHAFTER LAKE (SAN ANDRES)
2016,991,7C,"PARSLEY ENERGY OPERATIONS, LLC",12/20/2016,Producer,UPTON,19245,0,0,Crude,82,80,2,Tank Battery,Equipment Failure,Other,None,,"SEC 14, BLK 39, T-5-S, A-1414, T&P RR CO","VAC TRUCK, REMEDIATE IMPACTED AREA, BLENDING ON SITE",ATKINS '14-11',SPRABERRY (TREND AREA) R 40 EXC
2016,901,7C,COG OPERATING LLC,12/20/2016,Producer,UPTON,16283,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,None,,"SEC 38, BLK C, CCSD&RGNG",REMEDIATE CONTAMINATED SOIL WITH FRESH SOIL,MORGAN,SPRABERRY (TREND AREA)
2016,1024,7C,"MEDALLION OPERATING COMPANY, LLC",12/19/2016,Transporter,REAGAN,0,0,0,Crude,30,0,30,Tank Battery,Equipment Failure,Other,None,,"SEC 14, G.C. & S.F.R.R. CO A-726","REMOVED, IMPACTED SOIL TREATED, MICROBLAZE, TILLED, REMEDIATION",VICTOR 1223,NO FIELD NAME
2016,1064,8,ROSETTA RESOURCES OPERATING LP,12/19/2016,Producer,REEVES,43567,0,0,Crude,330,65,265,Tank Battery,Equipment Failure,Other,None,,"SEC 25, BLK C-6, PSL, FULTON, WR, ABS 5901","VAC TRUCK, EXCAVATED, REMEDIATION IS STILL CURRENTLY ONGOING",PRINCETON STATE 25,WOLFBONE (TREND AREA)
2016,1035,8,XTO ENERGY INC.,12/19/2016,Producer,ANDREWS,17503,0,0,Crude,63,59,4,Tank Battery,Equipment Failure,Other,None,,"SEC 12, BLK A-35, PSL SUR","VAC TRUCK, BACKHOE USED ON SOIL AT SITE",MEANS /SAN ANDRES/ UNIT,MEANS
2016,1069,8,CROSS TIMBERS OPERATING COMPANY,12/19/2016,Producer,ECTOR,23007,0,0,Crude,20,0,20,Flow Line,Equipment Failure,Other,None,,"SEC 12, BLK B-16, PSL",45X15 AREA CLEANED,PENWELL UNIT,PENWELL
2016,1000,8,"LAREDO PETROLEUM, INC.",12/19/2016,Producer,GLASSCOCK,48091,0,0,Crude,45,35,10,Tank Battery,Equipment Failure,Other,None,,LP1-COX 21 #2,"ISOLATED HEATER, VAC TRUCK, GANG SPREAD PEAT MOSS, BACKHOE, TILLER",G. SCHWARTZ 17-8 (ALLOC-A),SPRABERRY (TREND AREA)
2016,899,7C,COG OPERATING LLC,12/19/2016,Producer,UPTON,17154,0,0,Crude,30,0,30,Tank Battery,Equipment Failure,Other,None,,"SEC 36, BLK 41, T&P RR CO SUR",CLEANUP IS IN PROGRESS,PEGASUS FIELD UNIT 3,PEGASUS (CONSOLIDATED)
2016,953,10,"TECOLOTE ENERGY OPERATING, LLC",12/19/2016,Producer,HEMPHILL,0,236250,0,Crude,20,15,5,Tank Battery,Corrosion - Rust,Other,None,,"SEC 24, BLK 41, H&TC RR CO ABS 1082","INSIDE CONTAINMENT REMEDIATED, REMNANTS OF THE SPILL BEEN REMOVED ",SHREEVES 24,HEMPHILL (DOUGLAS)
2016,1004,8,ANADARKO E&P ONSHORE LLC,12/19/2016,Producer,LOVING,47158,0,0,Combined,402,400,2,Tank Battery,Equipment Failure,Other,None,,"31.7735616, -103.4709869","VAC TRUCK, PRESSURE WASH LINER & EQUIPMENT, REMEIDATE SOIL",HARRISON 29-20,PHANTOM (WOLFCAMP)
2016,927,10,"DCP MIDSTREAM, LP",12/19/2016,Other,HUTCHINSON,0,0,0,Combined,92,90,2,Tank Battery,Equipment Failure,Other,None,,1000 W 10TH,"VAC TRUCK, LINE ISOLATED, REPAIRED",BOOKER-TROSPER (UPPER MORROW),NO FIELD NAME
2016,1005,8,ANADARKO E&P ONSHORE LLC,12/18/2016,Producer,WARD,42464,0,0,Crude,36,36,0,Tank Battery,Equipment Failure,Other,None,,"31.639297, -103.464295","VAC TRUCK, PRESSURE WASH LINER & EQUIPMENT",WHEAT TRUST 1-36,PHANTOM (WOLFCAMP)
2016,1032,8A,OCCIDENTAL PERMIAN LTD.,12/18/2016,Producer,HOCKLEY,18515,0,0,Combined,201,121,80,Tank Battery,Equipment Failure,Other,None,,"LABOR 13, LEAGUE 44, RAINS CSL","VAC TRUCK, BACKHOE CLEANED UP LOCATION, REMEDIATION",SOUTHEAST LEVELLAND UNIT,LEVELLAND
2016,992,7C,CALLON PETROLEUM OPERATING CO,12/18/2016,Producer,UPTON,17203,0,0,Crude,10,5,5,Valve,Corrosion - Rust,Other,None,,"SEC 6, BLK A, EL&RR RR CO,","CLOSED VALVES, VAC TRUCK, EVACUATED, CLEANUP & NIPPLE REPLACED",NEAL,SPRABERRY (TREND AREA)
2016,999,8,ENDEAVOR ENERGY RESOURCES L.P.,12/18/2016,Producer,CRANE,15511,0,0,Crude,65,25,40,Tank Battery,Equipment Failure,Other,None,,"31.557909, -102.386931",REMEDIATION IN PROGRESS,EVERITT & GLASS -B-,DUNE
2016,1001,8,CENTURION PIPELINE L.P.,12/18/2016,Transporter,ANDREWS,0,0,0,Crude,7,4,3,Tank Battery,Equipment Failure,Other,None,,"SEC 2, BLK A35, PUBLIC SCHOOL LAND",BLENDED WITH CLEAN SOIL,G. SCHWARTZ 17-8 (ALLOC-A),NO FIELD NAME
2016,1046,8,COG OPERATING LLC,12/18/2016,Producer,CULBERSON,0,277466,0,Combined,20,17,3,Tank Battery,Equipment Failure,Other,None,,"SEC 2, BLK 58, T1S SUR, T&P RR CO","VAC TRUCK, TOOK TO PUBLIC DISPOSAL",CARPENTER F UNIT,"FORD, WEST (WOLFCAMP)"
2016,1052,8,APACHE CORPORATION,12/18/2016,Producer,GLASSCOCK,39972,0,0,Crude,6,5,1,Tank Battery,Corrosion - Rust,Other,None,,"31.813189, -101.485520","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",ADAMS 26,SPRABERRY (TREND AREA)
2016,1051,8,APACHE CORPORATION,12/18/2016,Producer,ECTOR,6961,0,0,Crude,56,55,1,Tank Battery,Corrosion - Rust,Other,None,,"31.9146, -102.7229","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",PETSCH,TXL (ELLENBURGER)
2016,919,7C,ENDEAVOR ENERGY RESOURCES L.P.,12/18/2016,Producer,CROCKETT,456,0,0,Crude,5,0,5,Tank Battery,Other,Other,None,,"31.032255, -101.404468","HIGH WINDS BROKE CABLE, REMEDIATION IN PROGRESS",UNIVERSITY OHIO B,FARMER (SAN ANDRES)
2016,908,7C,"LAREDO PETROLEUM, INC.",12/18/2016,Producer,REAGAN,18050,0,0,Crude,125,100,25,Pipe Line,Corrosion - Rust,Other,None,,#3SU,"OIL ABSORBENT, BACKHOE, TRACKHOE, EXCAVATING, STOCKPILLING",SUGG A 208-209 (ALLOC-C),SPRABERRY (TREND AREA)
2016,1082,8,DIAMONDBACK E&P LLC,12/18/2016,Producer,MARTIN,42478,0,0,Crude,12,10,2,Tank Battery,Corrosion - Rust,Other,None,,"32.448811, -101.690648","FIXED FIRE TUBE, REMEDIATION IN PROGRESS",ADAMS 47,SPRABERRY (TREND AREA)
2016,904,7C,"PERMIAN RESOURCES, LLC",12/18/2016,Producer,REAGAN,18549,0,0,Crude,198,0,198,Tank Battery,Equipment Failure,Other,None,,"SEC 2 EICKE, H, BELCHER, J SVY","STOPPED WTR TRANSFER, DEPLOYED VAC TRUCK, DELINEATED CHLORIDE",WATKINS 1229,LIN (WOLFCAMP)
2016,1084,8A,KINDER MORGAN PRODUCTION CO LLC,12/18/2016,Producer,SCURRY,3137,0,0,Crude,9,9,0,Tank Battery,Equipment Failure,Other,None,,"SEC 248, BLK 97, H & T C SUR","EXCAVATED, SPILL LOCATION WILL BE REMEDIATED",SACROC UNIT,KELLY-SNYDER
2016,907,7C,"LAREDO PETROLEUM, INC.",12/18/2016,Producer,REAGAN,17026,0,0,Crude,6,2,4,Valve,Equipment Failure,Other,None,,WELL #165-M,"ABSORBENT PEAT MOSS, BACKHOE, BROUGHT TO SURFACE, REMEDIATION",SUGG-C-,SPRABERRY (TREND AREA)
2016,909,7C,"LAREDO PETROLEUM, INC.",12/18/2016,Producer,REAGAN,16507,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Other,None,,184 #1 SU,"BACKHOE, OIL ABSORBENT, BROUGHT TO SURFACE, REMEDIATION",SUGG-A-,SPRABERRY (TREND AREA)
2016,1083,8A,KINDER MORGAN PRODUCTION CO LLC,12/17/2016,Producer,SCURRY,3137,0,0,Crude,5,0,5,Tank Battery,Equipment Failure,Other,None,,"SEC 20, BLK 1, J.P. SMITH SUR","EXCAVATED, SPILL LOCATION WILL BE REMEDIATED",SACROC UNIT,KELLY-SNYDER
2016,965,3,"WILDHORSE RESOURCES MNGT CO, LLC",12/17/2016,Producer,BURLESON,26676,0,0,Crude,19,19,0,Tank Battery,Equipment Failure,Other,None,,"30.468964, -96.534370",REMEDIATION,WILLIAM 'A',GIDDINGS (EAGLEFORD)
2016,1068,8,"PIONEER NATURAL RES. USA, INC.",12/17/2016,Producer,MIDLAND,18551,0,0,Crude,40,35,5,Tank Battery,Equipment Failure,Other,None,,"31.717624, 101.856286","VAC TRUCK, BACKFILLING EXCAVATION",PRESTON SPRABERRY UNIT,SPRABERRY (TREND AREA)
2016,1048,8A,APACHE CORPORATION,12/17/2016,Producer,YOAKUM,19212,0,0,Crude,4,0,4,Pipe Line,Equipment Failure,Other,None,,"33.037138, -102.973903","FIRE WAS EXTINGUISHED, NO FURTHER MEASURES",ROBERTS UNIT,WASSON
2016,918,7C,COG OPERATING LLC,12/16/2016,Producer,UPTON,16569,0,0,Crude,20,0,20,Tank Battery,Equipment Failure,Other,None,,"SEC 43, BLK C, CCSD&RGNG","VAC TRUCK, REMEDIATE DIRT WITH BACKHOE, REPLACE VALVE ON HEATER",CADEN,SPRABERRY (TREND AREA)
2016,1066,8,"PIONEER NATURAL RES. USA, INC.",12/16/2016,Producer,ANDREWS,40532,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,None,,"32.353378, -102.255366","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIOLOGICAL REMED","UNIVERSITY ""7-43""",SPRABERRY (TREND AREA)
2016,926,10,"DCP MIDSTREAM, LP",12/15/2016,Other,MOORE,0,0,0,Combined,9,0,9,Tank Battery,Equipment Failure,Other,None,,"SEC 191, BLK T&NN RRCO SUR BLK 3T","VAC TRUCK, EXCAVATED, PLACED ON PLASTIC",BOOKER-TROSPER (UPPER MORROW),NO FIELD NAME
2016,1041,8,"DCP MIDSTREAM MARKETING, LLC",12/15/2016,Other,LOVING,0,0,0,Combined,90,30,60,Tank Battery,Equipment Failure,Other,None,,"31.829756, 103.512121","VAC TRUCK, USING CONVENTIONAL REMEDIATION.",CARPENTER E UNIT,NO FIELD NAME
2016,998,8,ENERGEN RESOURCES CORPORATION,12/15/2016,Producer,LOVING,44192,0,0,Crude,9,8,1,Tank Battery,Equipment Failure,Other,None,,"31.79455, -103.52499","FLUIDS VACUUMED UP, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",DIMMIT 53-38,TWO GEORGES (BONE SPRING)
2017,35,7C,CALLON PETROLEUM OPERATING CO,12/14/2016,Producer,REAGAN,18362,0,0,Crude,5,3,2,Flow Line,Equipment Failure,Other,None,,"SEC 10, GC&SF RR CO","ISOLATED THE WELL, CONTACTED TEX ENERGY TO RECOVER STANDING FLUID ",PEMBROOK 1011 UNIT,LIN (WOLFCAMP)
2016,1006,8,ANADARKO E&P ONSHORE LLC,12/14/2016,Transporter,LOVING,0,0,0,Crude,80,74,6,Pipe Line,Equipment Failure,Other,None,,"31.91244, -103.70372","STANDING FLUIDS COLLECTED, 3RD PARTY WILL REMEDIATE THE SOIL",WHEAT TRUST 1-36,NO FIELD NAME
2016,1031,8A,OCCIDENTAL PERMIAN LTD.,12/14/2016,Producer,HOCKLEY,3780,0,0,Combined,30,25,5,Tank Battery,Equipment Failure,Other,None,,"15 LABOR, 733 LEAGUE,","VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",LEVELLAND UNIT,LEVELLAND
2016,1053,8,APACHE CORPORATION,12/14/2016,Producer,GLASSCOCK,44920,0,0,Crude,23,20,3,Tank Battery,Human Error - Other,Other,None,,"31.700114, -101.396748","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",LUMBERJACK 32,SPRABERRY (TREND AREA)
2016,912,7C,"LAREDO PETROLEUM, INC.",12/14/2016,Producer,REAGAN,17043,0,0,Crude,6,0,6,Stuffing Box,Equipment Failure,Other,None,,WELL #174-J,"PEAT MOSS APPILED, REMEDIATION",BODINE-A-,SPRABERRY (TREND AREA)
2016,35,7C,CALLON PETROLEUM OPERATING CO,12/14/2016,Producer,REAGAN,18362,0,0,Crude,5,3,2,Flow Line,Equipment Failure,Other,None,,"SEC 10, GC&SF RR CO","ISOLATED THE WELL, CONTACTED TEX ENERGY TO RECOVER STANDING FLUID ",PEMBROOK 1011 UNIT,LIN (WOLFCAMP)
2016,1013,8,ENDEAVOR ENERGY RESOURCES L.P.,12/13/2016,Producer,MARTIN,22557,0,0,Crude,11,4,7,Tank Battery,Equipment Failure,Other,None,,"32.085614, -101.954997",REMEDIATION IN PROGRESS,DICKENSON -D-,SPRABERRY (TREND AREA)
2016,1011,8,CENTURION PIPELINE L.P.,12/13/2016,Transporter,STERLING,0,0,0,Crude,60,25,35,Tank Battery,Human Error - Other,Other,None,,"SEC 198, BLK 2, H&TC RR CO",BLENDED WITH CLEAN SOIL,SHACKELFORD SPRABERRY UNIT,NO FIELD NAME
2016,1044,8,ENCANA OIL & GAS(USA) INC.,12/13/2016,Producer,MIDLAND,35327,0,0,Crude,40,37,3,Tank Battery,Equipment Failure,Other,None,,"31.66194, -102.04894","VAC TRUCK, AFFECTED AREA WILL BE CLEANED","DAVIDSON ""36""",SPRABERRY (TREND AREA)
2016,923,6,"COMSTOCK OIL & GAS, LP",12/13/2016,Producer,HARRISON,14298,0,0,Crude,85,70,15,Tank Battery,Corrosion - Rust,Other,Other,POND,"32.59393, -94.06219","SOIL BETWEEN LOCATION AND POND EXCAVATED, ABSORBENT MATERIALS",RUDD,LONGWOOD (PAGE-PETTIT)
2016,1003,8,"CROWNQUEST OPERATING, LLC",12/13/2016,Producer,MARTIN,41446,0,0,Combined,15,5,10,Tank Battery,Equipment Failure,Other,None,,"SEC 28, BLK 38, T&P RR CO","VAC TRUCK, LANDOWNER NOTIFIED, REMEDIATION STARTED",NAIL RANCH 28,SPRABERRY (TREND AREA)
2016,955,6,"TRIVIUM OPERATING, LLC",12/13/2016,Producer,RUSK,0,228039,0,Crude,77,0,77,Tank Battery,Equipment Failure,Other,None,,R LANGHAM A-478,"CLEAN UP BY THIRD PARTY,",MOYERS,COUNTY LAKE (TRAVIS PEAK)
2016,878,3,GEOSOUTHERN ENERGY CORPORATION,12/13/2016,Producer,FAYETTE,22992,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,None,,GREEN DEWITT A-164,FIRE EXTINGUISHED BY LEASE OPERATOR.,AMAZONITE UNIT,GIDDINGS (AUSTIN CHALK-3)
2016,1036,8A,XTO ENERGY INC.,12/13/2016,Producer,TERRY,18607,0,0,Crude,45,42,3,Tank Battery,Equipment Failure,Other,None,,"SEC 22, BLK D14, C&M RR CO","VAC TRUCK, BACKHOE USED ON SOIL AT SITE",PRENTICE NORTHEAST UNIT,PRENTICE (6700)
2016,964,6,INDIGO RESOURCES LLC,12/12/2016,Transporter,GREGG,0,0,0,Crude,20,20,0,Flow Line,Corrosion - Rust,Other,None,,"322515.42, 944651.14","FLOWLINE BLINDED OFF, REMOVED FROM SERVICE","MOONEY UNIT ""B""",NO FIELD NAME
2016,877,4,"WELDER EXPLORATION & PROD., INC.",12/12/2016,Producer,SAN PATRICIO,2130,0,0,Crude,75,20,55,Tank Battery,Equipment Failure,Other,Creek,CHITILPINCK,J. FESSENDEN SUR A-119,"CONTAINEMENT, CLEANUP, REMEDIATION","HUNT, J. M.",PLYMOUTH
2016,967,8,COG OPERATING LLC,12/11/2016,Producer,MIDLAND,39630,0,0,Crude,170,165,5,Tank Battery,Equipment Failure,Other,None,,"SEC 8, BLK 40, T&P RR CO",CLEANUP IN PROGRESS,PARKS FIELD UNIT 2,PARKS (CONSOLIDATED)
2016,920,7C,SAGA PETROLEUM LLC OF COLORADO,12/11/2016,Producer,CROCKETT,2209,0,0,Crude,30,0,30,Valve,Equipment Failure,Other,None,,"31.002733, -101.555610",REMEDIATION IN PROGRESS,"SORG, P. J. ESTATE",WORLD
2016,1045,8,ENCANA OIL & GAS(USA) INC.,12/11/2016,Producer,MIDLAND,42871,0,0,Crude,35,33,2,Tank Battery,Corrosion - Rust,Other,None,,"32.33176, -101.46464","VAC TRUCK, AFFECTED AREA WILL BE CLEANED",NIX 16A,SPRABERRY (TREND AREA)
2016,913,7C,"LAREDO PETROLEUM, INC.",12/10/2016,Producer,REAGAN,16507,0,0,Crude,30,20,10,Flow Line,Corrosion - Rust,Other,None,,WELL 142-OH BEHIND THE 142 BATTERY,"VAC TRUCK, ISOLATED, PEAT MOSS, BACKHOE, BROUGHT TO SURF, REMED.",SUGG-A-,SPRABERRY (TREND AREA)
2016,1054,8A,APACHE CORPORATION,12/10/2016,Producer,GAINES,17304,0,0,Crude,12,10,2,Tank Battery,Equipment Failure,Other,None,,"32.943228, -102.291450","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",ADAIR SAN ANDRES UNIT,ADAIR
2016,1037,8,XTO ENERGY INC.,12/10/2016,Producer,GLASSCOCK,29129,0,0,Crude,34,33,1,Tank Battery,Equipment Failure,Other,None,,"SEC 37, BLK 35, T5S, T&P RR CO SUR","WASHED LOCATION WITH FRESH WATER, PICKED UP FREE STANDING FLUID",GLASSCOCK -N- FEE,"BLALOCK LAKE, SE (WOLFCAMP)"
2016,1014,8,ENERGEN RESOURCES CORPORATION,12/10/2016,Producer,MARTIN,40201,0,0,Crude,20,18,2,Tank Battery,Equipment Failure,Other,None,,"32.3731, -101.7428","VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",WILBANKS 53,SPRABERRY (TREND AREA)
