MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2016,480,8,ENDEAVOR ENERGY RESOURCES L.P.,6/27/2016,Producer,MARTIN,28557,0,0,Crude,35,25,10,Tank Battery,Equipment Failure,Other,None,,"32.260889, -102.053268",REMEDIATION IN PROGRESS,ORSON,SPRABERRY (TREND AREA)
2016,499,10,"OVERFLOW ENERGY, LLC",6/27/2016,Other,HEMPHILL,9306,0,0,Crude,1060,360,700,Tank Battery,Other,Other,None,,"SEC 55, BLK 1, G&N SUR","LIGHTNING, TILLING, MIXING GYPSUM FERTILIZER",GLAZIER SWD,HEMPHILL (GRANITE WASH.)
2016,551,3,"DENBURY ONSHORE, LLC",6/27/2016,Producer,FORT BEND,4103,0,0,Crude,7,7,0,Tank Battery,Equipment Failure,Other,None,,"29.2813, -95.3422","VAC TRUCK, FLUSHED WITH FRESH WATER, OIL GATOR APPLIED, TILLED","GUBBELS, F. ETAL",THOMPSON
2016,973,8,TARGA PL MID-CONT WESTTEX LLC,6/27/2016,Other,MIDLAND,0,0,0,Combined,68,65,3,Pipe Line,Equipment Failure,Other,None,,"BLK 37, T3S, ABS 981",REMEDIATION,MONROE 39 'A',NO FIELD NAME
2016,589,10,"FAIRWAY LINKS ENERGY, INC.",6/26/2016,Producer,WHEELER,2445,0,0,Crude,10,5,5,Tank Battery,Other,Other,None,,"SEC 26, BLK 13, SUR H&GN","LIGHTNING, FIRE EXTINGUISHED, REMEDIATION",HALL,PANHANDLE WHEELER COUNTY FIELD
2016,993,7C,"TRACKER RESOURCE DEV III, LLC",6/26/2016,Producer,IRION,6707,0,0,Crude,16,0,16,Tank Battery,Other,Other,None,,"SEC 95, BLK 14, H&TC RR CO","LIGHTNING, NO REMEDIATION NEEDED, NO FLUIDS CONTACTED SOIL","SUGG, ELA -D-",SPRABERRY (TREND AREA)
2016,482,8A,BYRD OPERATING COMPANY,6/26/2016,Producer,DAWSON,68246,0,0,Combined,15,15,0,Tank Battery,Equipment Failure,Other,Creek,CANYON,"SEC 29, BLK 1, J. POITEVEENT SUR","VAC TRUCK, VERY LITTLE DAMAGE TO SOIL, REMEDIATION",DEAN (SPRABERRY) UNIT,FELKEN (SPRABERRY)
2016,550,3,"DENBURY ONSHORE, LLC",6/26/2016,Producer,FORT BEND,4099,0,0,Crude,9,9,0,Tank Battery,Equipment Failure,Other,None,,"29.2757, -95.3335","VAC TRUCK, FLUSHED WITH FRESH WATER, OIL GATOR APPLIED, TILLED","BOOTH, F. I., ETAL -A-",THOMPSON
2016,618,1,"PENN VIRGINIA OIL & GAS, L.P.",6/26/2016,Producer,GONZALES,18031,0,0,Crude,20,20,0,Tank Battery,Human Error - Other,Other,None,,WILLIAM HILL A-27,"REMAINED IN THE PLASTIC LINED CORRUGATED STEEL FIREWALL, VAC TRUCK",L & J LEE UNIT,EAGLEVILLE (EAGLE FORD-1)
2016,580,7C,"ARMOR PETROLEUM, INC.",6/26/2016,Producer,TOM GREEN,12350,0,0,Crude,104,0,104,Tank Battery,Other,Other,None,,"SEC 791, J HEINRICH SUR A-392","LIGHTNING, SOILED DIRT REMOVED","SIMPSON-MANN ""B""","ATKINSON, W. (SAN ANGELO)"
2016,473,8A,SHENANDOAH RESOURCES LLC,6/26/2016,Producer,GARZA,66892,0,0,Crude,10,6,4,Tank Battery,Equipment Failure,Other,None,,"SEC 1, FLETCHER G N","PICKED UP FLUID, TALON ENVIRONMENTAL TO HELP WITH CLEAN UP",FLETCHER LOTT A,VERN-MAG (8320 LIME)
2016,508,8,HUNT OIL COMPANY,6/26/2016,Producer,GLASSCOCK,45041,0,0,Combined,1,1,0,Tank Battery,Other,Other,None,,"SEC 63, BLK 2, SUR, T&P RR","LIGHTNING, FLUID RECOVERED, IMPACTED SOIL WILL BE REMEDIATED","DOOLEY, B. F.",SPRABERRY (TREND AREA)
2016,512,8,"PIONEER NATURAL RES. USA, INC.",6/25/2016,Producer,GLASSCOCK,46623,0,0,Crude,135,132,3,Tank Battery,Equipment Failure,Other,None,,"32.022922, -101.764822","VAC TRUCK, EXCAVATED, BLENDED, BIOLOGICAL REMEDIATION AID",FLANAGAN 14-LLOYD A,SPRABERRY (TREND AREA)
2016,1079,8A,OCCIDENTAL PERMIAN LTD.,6/25/2016,Producer,YOAKUM,18910,0,0,Crude,180,177,3,Tank Battery,Corrosion - Rust,Other,None,,DENVER UNIT SATELLITE 39C,"VAC TRUCK, REMEDIATED THE SOIL",DENVER UNIT,WASSON
2016,522,8,"LAREDO PETROLEUM, INC.",6/25/2016,Producer,GLASSCOCK,41381,0,0,Crude,8,5,3,Tank Battery,Company Human Error,Other,None,,TANK BATTERY,"VAC TRUCK, GANG BROUGHT IMPACTED SOIL TO SURFACE, SPREAD, BLENDED ",BARBEE-C-,SPRABERRY (TREND AREA)
2016,613,1,ANADARKO E&P ONSHORE LLC,6/24/2016,Other,DIMMIT,0,0,0,Combined,75,75,0,Tank Battery,Equipment Failure,Other,None,,"28.35919, -99.99996",AFFECTED AREA WAS VACUUMED UP,PILONCILLO,NO FIELD NAME
2016,651,8,APACHE CORPORATION,6/24/2016,Producer,GLASSCOCK,40854,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,None,,"31.82686, -101.548144","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE",E.D. BOOKS 17,SPRABERRY (TREND AREA)
2016,572,7C,"TEXAS WATER DISPOSAL SVCS,L.L.C.",6/24/2016,Producer,REAGAN,17474,0,0,Combined,30,29,1,Tank Battery,Equipment Failure,Other,None,,"SEC 132, BLK 2, SUR T&P RR CO","RESTORE POWER, REMEDIATING CONTAMINATED SOIL","HOLT ""132""",SPRABERRY (TREND AREA)
2016,552,3,"DENBURY ONSHORE, LLC",6/23/2016,Producer,BRAZORIA,19054,0,0,Combined,37,37,0,Tank Battery,Equipment Failure,Other,None,,"29.2919, -95.1437","VAC TRUCK, TRASH PUMPS, CONTAINMENT BOOM, ABSORBENT PADS",WEST HASTING UNIT,"HASTINGS, WEST"
2016,485,6,XTO ENERGY INC.,6/23/2016,Producer,FRANKLIN,15028,0,0,Crude,30,20,10,Flow Line,Equipment Failure,Other,None,,"33.20323, 95.08597","FREE LIQUIDS PICKED UP, REMEDIATION BEGAN",TALCO WEST UNIT,TALCO
2016,467,8,OXY USA INC.,6/22/2016,Producer,MARTIN,39823,0,0,Crude,10,7,3,Tank Battery,Equipment Failure,Other,None,,"SEC 19, BLK 39 T2N G&MMB&A",RECOVER AND REMEDIATE IN PROCESS,WARHAWK,SPRABERRY (TREND AREA)
2016,470,8,ENERGEN RESOURCES CORPORATION,6/22/2016,Producer,PECOS,18342,0,0,Crude,146,136,10,Tank Battery,Equipment Failure,Other,None,,"30.99799, -102.92438","CONTAINED INSIDE FIREWALL, VAC TRUCK, REMEDIATION IN PLACE",FORT STOCKTON UNIT,FORT STOCKTON
2016,469,8,"PARSLEY ENERGY OPERATIONS, LLC",6/22/2016,Producer,MIDLAND,45316,0,0,Crude,6,4,2,Tank Battery,Equipment Failure,Other,None,,"B.F. WOLCOTT, BLK 38, T-2-S, B.F. WOLCOTT SURVEY","VAC TRUCK, REMEDIATE THE IMPACTED AREA",JV EDITH DRAKE,SPRABERRY (TREND AREA)
2016,617,2,KINDER MORGAN CRUDE & COND. LLC,6/20/2016,Transporter,KARNES,0,0,0,Combined,61,53,8,Pump Station or Terminal,Equipment Failure,Other,None,,"285547.12, 974728.03","BERM CREATED, TRANSFERED TO ANOTHER STORAGE TANK ON SITE",LLM UNIT ZAV,NO FIELD NAME
2016,555,4,"DCP MIDSTREAM, LP",6/20/2016,Transporter,NUECES,0,0,0,Gas Well Liquid,5,4,1,Tank Battery,Corrosion - Rust,Other,None,,"273646301, -97.918256",AFFECTED SOIL EXCAVATED AND DISPOSED OFF SITE,HUEBNER,NO FIELD NAME
2016,495,3,"MAGNUM PRODUCING, LP",6/20/2016,Producer,BRAZORIA,15252,0,0,Crude,20,15,5,Tank Battery,Other,Other,None,,SHUBAEL MARSH SUR A-81 & 82,"FLOOD, VAC TRUCK, OIL ABSORBENT PADS, TREATED WITH OIL GATOR",TEN BRINK,CHENANGO (9520)
2016,761,8A,XTO ENERGY INC.,6/20/2016,Producer,GAINES,61083,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Other,None,,"SEC 742, BLK D, GIBSON SUR","VAC TRUCK, MIXED FRESH DIRT, BACK DRAGGED LOCATION","MAHONEY, H. O.",WASSON 72
2016,472,8A,"SHARP IMAGE ENERGY, INC.",6/19/2016,Producer,KENT,69548,0,0,Crude,317,0,317,Tank Battery,Other,Other,None,,"56, G. W & NW RR CO, SIMS, B, A-1319","LIGHTNING, REMEDIATED WITH CLEAN SOIL, REBIOLD FIREWALL",DOUBLE MOUNTAIN 56-4,DOUBLE MOUNTAIN (CANYON SAND)
2016,611,1,PLAINS PIPELINE L.P.,6/19/2016,Transporter,LA SALLE,0,0,0,Crude,15,15,0,Tank Battery,Equipment Failure,Other,None,,SECONDARY CONTAINMENT,"VAC TRUCK, EXCAVATED",JERRY JOHNSTON DIM,NO FIELD NAME
2016,457,7C,COG OPERATING LLC,6/19/2016,Producer,UPTON,17145,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Other,None,,"SEC 26, BLK 41, T&P RR CO","VAC TRUCK, WILL REMEDIATE AREA","HOLZGRAF, ORA ""B""",PEGASUS (CONSOLIDATED)
2016,471,8A,"SHARP IMAGE ENERGY, INC.",6/19/2016,Producer,KENT,69524,0,0,Crude,70,0,70,Tank Battery,Other,Other,None,,"56, G.W. & NW RR CO SIMS, B. A-1319","LIGHTNING, REMEDIATED WITH CLEAN SOIL, REBUILD FIREWALL",DOUBLE MOUNTAIN 56-2,DOUBLE MOUNTAIN (CANYON SAND)
2016,416,8,HUNT OIL COMPANY,6/19/2016,Producer,MIDLAND,6398,0,0,Crude,11,4,7,Tank Battery,Corrosion - Rust,Other,None,,"SEC 23, BLK 37, T4S, SUR T&P RR CO","VAC TRUCK, IMPACTED SOIL WILL BE REMEDIATED ON SITE",SCHROCK -A-,SPRABERRY (TREND AREA)
2016,458,7C,"DUKE ENERGY FIELD SERVICES, LP",6/19/2016,Other,CROCKETT,0,0,0,Crude,13,0,13,Tank Battery,Equipment Failure,Other,None,,GAS PLANT,CREW CALLED OUT TO REMEDIATE THE AREA BEHIND ENGINE ROOM,"HOLZGRAF, ORA ""B""",NO FIELD NAME
2016,456,7C,"LAREDO PETROLEUM, INC.",6/18/2016,Producer,REAGAN,17044,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Other,None,,140/160 BATTERY,"VAC, GANG APPLIED GATOR OIL ABSORBENT, REMEDIATION IMPACTED SOIL",VON GONTEN,SPRABERRY (TREND AREA)
2016,594,1,"EOG RESOURCES, INC.",6/18/2016,Producer,GONZALES,17402,0,0,Crude,92,90,2,Tank Battery,Equipment Failure,Other,None,,"29.3541, -97.3297","VAC TRUCK, RETURNED TO TANKS",NEETS UNIT,EAGLEVILLE (EAGLE FORD-1)
2016,459,7C,"PERMIAN RESOURCES, LLC",6/18/2016,Producer,REAGAN,17919,0,0,Crude,37,35,2,Tank Battery,Equipment Failure,Other,None,,"SEC 8, BLK 49, UNIVERSITY LANDS",REMEDIATION TOOK PLACE,UNIVERSITY 49,LIN (WOLFCAMP)
2016,477,8,"JETTA OPERATING COMPANY, INC.",6/18/2016,Producer,WARD,39200,0,0,Crude,20,15,5,Flow Line,Equipment Failure,Other,None,,"H & TC RR CO BLK 33, SEC 35","REMEDIAL COMP CONTACTED, IN PROCESS OF CLEANING UP",BARSTOW 17,SCOTT (CHERRY CANYON)
2016,419,8,COG OPERATING LLC,6/18/2016,Producer,MARTIN,34660,0,0,Crude,86,83,3,Tank Battery,Equipment Failure,Other,None,,"SEC 16, BLK 39, G&M & M.B. & A. SUR RR CO","VAC TRUCK, REMEDIATION IN PROGRESS",MABEE MERCURY,MERCURY M. (FUSSELMAN)
2016,574,7C,PRIME OPERATING COMPANY,6/18/2016,Producer,REAGAN,17092,0,0,Crude,7,5,2,Tank Battery,Equipment Failure,Other,None,,"SEC 1947, SA & MG RR CO","VAC TRUCK, BIOREMEDIATION",HAM RANCH,SPRABERRY (TREND AREA)
2016,1085,2,TSOCO,6/17/2016,Producer,BEE,7248,0,0,Crude,167,70,97,Tank Battery,Vandalism,Other,None,,"J.M. URANGA, ABS A-68","VAC TRUCK PULLED LIQUID OUT OF FIREWALL, DIDN'T REQUIRE REMEDIATE ",BERGER,MUDHILL (HOCKLEY)
2016,514,8,ENCANA OIL & GAS(USA) INC.,6/17/2016,Producer,HOWARD,46803,0,0,Crude,70,65,5,Tank Battery,Equipment Failure,Other,None,,"32.34959, -101.309312","VAC TRUCK, CLEANUP, PARTIAL DIG, HAUL OFF, ON SITE REMEDIATION",BROOKS 24,SPRABERRY (TREND AREA)
2016,573,7C,APPROACH OPERATING LLC,6/16/2016,Producer,CROCKETT,0,214931,0,Crude,53,0,53,Tank Battery,Other,Other,None,,"SEC 1, BLK EF, SUR BS&F, ABS 2832","LIGHTNING, FIRE, REMEDIATED ON LOCATION",BAILEY,"OZONA, NE. (CANYON 7520)"
2016,497,10,APACHE CORPORATION,6/16/2016,Producer,OCHILTREE,819,0,0,Crude,97,84,13,Tank Battery,Corrosion - Rust,Other,None,,"SEC 226, BLK 43, H&TC SUR","REMEDIATION, TILLED, TREATED WITH ENVIROCLEAN & SALTRELIEF PLUS",ELLIS,PANHANDLE HUTCHINSON COUNTY FLD.
2016,478,8,"PIONEER NATURAL RES. USA, INC.",6/16/2016,Producer,MIDLAND,18187,0,0,Crude,10,10,0,Tank Battery,Equipment Failure,Other,None,,"31.77492, 101.915724","VAC TRUCK, BACKFILLING THE EXCAVATION",SHACKELFORD SPRABERRY UNIT,SPRABERRY (TREND AREA)
2016,424,8,OCCIDENTAL PERMIAN LTD.,6/16/2016,Producer,MARTIN,40691,0,0,Crude,37,36,1,Valve,Company Human Error,Other,None,,"SEC 23, BLK 39, T1N, T&P RR CO",RECOVER AND REMEDIATE IN PLACE,SOUTH CURTIS RANCH,SPRABERRY (TREND AREA)
2016,373,8,MID-STATES OPERATING COMPANY,6/15/2016,Producer,ANDREWS,44505,0,0,Combined,100,90,10,Tank Battery,Equipment Failure,Other,None,,"SEC 19, BLK A46",REMOVAL OF CONTAINMATED SOIL AT WELLPAD,STEWART,SHAFTER LAKE (SAN ANDRES)
2016,487,9,"URBAN OIL & GAS GROUP, LLC",6/15/2016,Producer,WICHITA,13579,0,0,Crude,69,60,9,Tank Battery,Equipment Failure,Other,Creek,DEERCREEK,"R.J. SCOTT SUR, SEC 118","FLUSHED, VAC TRUCK, BOOMS CHANGED OUT, SOIL REMEDIATION","HOMESTEAD, PACE",WICHITA COUNTY REGULAR
2016,423,8,OCCIDENTAL PERMIAN LTD.,6/15/2016,Producer,MARTIN,40691,0,0,Crude,82,80,2,Flow Line,Corrosion - Rust,Other,None,,"SEC 28, BLK 39, T1N, T&P RR CO, TERRELL, W.H.",RECOVER AND REMEDIATE IN PROGRESS,SOUTH CURTIS RANCH,SPRABERRY (TREND AREA)
2016,429,9,S&G OIL LLC,6/14/2016,Producer,WICHITA,5673,0,0,Crude,3,1,2,Other,Equipment Failure,Other,Creek,SEASONALCK,S.P.R.R. CO A-280,"SHOVELS, BACKHOES, CLEAN UP THE OIL CONTAMINATION FROM SPILL","MARRIOTT, J. H.",WICHITA COUNTY REGULAR
2016,377,8,OXY USA WTP LP,6/14/2016,Producer,REEVES,45131,0,0,Crude,52,19,33,Tank Battery,Equipment Failure,Other,None,,"SEC 21, BLK 37, PSL SUR, ABS 4533","VAC TRUCK, BACKHOE, FRESH SOIL, REMEDIATION","BUZZARD STATE ""21"" UNIT",WOLFBONE (TREND AREA)
2016,653,8,APACHE CORPORATION,6/14/2016,Producer,GLASSCOCK,40051,0,0,Crude,6,4,2,Tank Battery,Equipment Failure,Other,None,,"31.864538, -101.49158","FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE","BOOKS, E. D. 2",SPRABERRY (TREND AREA)
2016,585,6,"BASA RESOURCES, INC.",6/14/2016,Producer,WISE,12914,0,0,Crude,15,15,0,Flow Line,Equipment Failure,Other,None,,B.S. CHEW SUR A-200,"WASHED BANKS, VAC, REMOVED, ABSORBENT MATERIAL",CLARKSVILLE COTTON VALLEY UNIT,CLARKSVILLE (COTTON VALLEY SAND)
2016,568,7C,APACHE CORPORATION,6/14/2016,Producer,REAGAN,16968,0,0,Crude,8,5,3,Separator-Gun Barrel-Treater,Equipment Failure,Other,None,,"31.480575, -101.457715","FLUIDS RECOVERED, BLENDED,",SRH NORTH,SPRABERRY (TREND AREA)
2016,382,8,"CROWNQUEST OPERATING, LLC",6/13/2016,Producer,HOWARD,41478,0,0,Crude,30,29,1,Tank Battery,Equipment Failure,Other,None,,"SEC 32, BLK A, BAUER & COCKRELL SUR","VAC TRUCK, DIRT REMEDIATION WILL BEGIN",FREE 32,SPRABERRY (TREND AREA)
2016,380,8,ENERGEN RESOURCES CORPORATION,6/12/2016,Producer,LOVING,44126,0,0,Crude,21,20,1,Tank Battery,Equipment Failure,Other,None,,"31.70689, -103.42952",REMEDIATION IN PLACE HAS BEGUN,UNIVERSITY 8-19,TWO GEORGES (BONE SPRING)
2016,379,8,ENERGEN RESOURCES CORPORATION,6/12/2016,Producer,MARTIN,47027,0,0,Crude,20,9,11,Tank Battery,Act of God,Other,None,,"32.36414, -102.01340","LIGHTNING, CONTAINED INSIDE FIREWALL, REMEDIATION",JONES-HOLTON D,RK (DEVONIAN)
2016,381,8,ENERGEN RESOURCES CORPORATION,6/12/2016,Producer,MARTIN,22467,0,0,Combined,670,650,20,Tank Battery,Act of God,Other,None,,"32.109843, -101.916609","LIGHTNING, REMEDIATION IN PLACE HAS BEGUN","LEWIS, KATHLEEN",SPRABERRY (TREND AREA)
2016,454,7C,SUMMIT PETROLEUM LLC,6/12/2016,Producer,UPTON,14928,0,0,Crude,25,23,2,Tank Battery,Equipment Failure,Other,None,,"SEC 88, BLK D, CCSD & RGNG RR CO",PULLED OIL OFF OF GROUND AND SKIMMED OIL OFF OF STANDING WATER,LAQUITA ELIZABETH,"AMACKER-TIPPETT, SW (WOLFCAMP)"
2016,571,7C,XTO ENERGY INC.,6/12/2016,Producer,UPTON,8890,0,0,Crude,22,20,2,Tank Battery,Equipment Failure,Other,None,,"SEC 15, BLK 40, T5S, T&P RR CO SUR, A-459","FLUIDS PICK UP FROM INSIDE BERM, EXCAVATED","MEINER ""A""",SPRABERRY (TREND AREA)
2016,384,8,OCCIDENTAL PERMIAN LTD.,6/12/2016,Producer,ECTOR,21384,0,0,Crude,177,145,32,Tank Battery,Corrosion - Rust,Other,None,,"SEC 24, BLK 43, T1S, T&P RR CO","REMEDIATION WILL BE COMPLETED ON SITE, BACKDRAGGED","COWDEN, ELLIOTT F. -A-","COWDEN, SOUTH (CANYON 8790)"
2016,383,8,"CROWNQUEST OPERATING, LLC",6/12/2016,Producer,HOWARD,41478,0,0,Combined,409,35,374,Tank Battery,Act of God,Other,None,,"SEC 40, BLK A, BAUER & COCKRELL SUR","LIGHTNING, VAC TRUCK, CLEAN UP IS IN PROGRESS",FREE 32,SPRABERRY (TREND AREA)
2016,455,7C,"WTX SWD, LLC",6/11/2016,Other,REAGAN,0,0,0,Crude,10,0,10,Tank Battery,Other,Other,None,,"SEC 192, BLK 2, SUR T&P RR CO","VAC, DISPSOED OF IN APPROVED FACILITY, REMEDIATE SOIL ON SITE",LAQUITA ELIZABETH,NO FIELD NAME
2016,370,8,OXY USA INC.,6/11/2016,Producer,GLASSCOCK,40806,0,0,Crude,21,21,0,Tank Battery,Corrosion - Rust,Other,None,,"SEC 2, BLK 35, T2S, T&P RR CO",RECOVER AND REMEDIATE IN PROGRESS,PERRY BROOKS 2,SPRABERRY (TREND AREA)
2016,502,8A,"KEY ENERGY SERVICES, LLC",6/11/2016,Other,YOAKUM,62043,0,0,Crude,100,0,100,Tank Battery,Other,Other,None,,"426, D. JH GIBSON","LIGHTNING, VAC TRUCK, UNLOADING AREA & INSIDE CONTAINMENT, REMED. ",FEE,BRAHANEY
2016,542,8,ANADARKO E&P ONSHORE LLC,6/10/2016,Producer,LOVING,0,225227,0,Crude,172,0,172,Tank Battery,Other,Other,None,,"31.98317, -103.44864","LIGHTENING, REMEDIATION OF THE IMPACTED SOILS",WEYMAN 18,HALEY (LWR. WOLFCAMP-PENN CONS.)
2016,531,10,ROMINES OPERATING GROUP,6/10/2016,Producer,WHEELER,1477,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,None,,"SEC 33, BLK 24, H&GN RR CO SUR",PERFEX HANDLED REMEDIATION OF SOILS,SITTER -F-,PANHANDLE WHEELER COUNTY FIELD
2016,513,8,ENCANA OIL & GAS(USA) INC.,6/10/2016,Producer,GLASSCOCK,39167,0,0,Crude,30,25,5,Tank Battery,Corrosion - Rust,Other,None,,"31.69374, -101.455903","VAC TRUCK, CLEAN UP, PARTIAL DIG, HAUL, ON SITE REMEDIATION",LAWSON,SPRABERRY (TREND AREA)
2016,425,8,OXY USA WTP LP,6/10/2016,Producer,ECTOR,34635,0,0,Crude,40,15,25,Tank Battery,Corrosion - Rust,Other,None,,"31.75640, -102.28903",RECOVER AND REMEDIATE IN PROGRESS,DORA ROBERTS RANCH UNIT,DORA ROBERTS (CONSOLIDATED)
2016,1094,8,APACHE CORPORATION,6/10/2016,Producer,REEVES,48625,0,0,Crude,10,0,10,Tank Battery,Other,Other,None,,"SEC 49, BLK 13, H&GN RR SUR","LIGHTNING, OIL CONSUMED IN THE FIRE",WEISSMIES,ALPINE HIGH (CONS)
2016,421,8,ENCANA OIL & GAS(USA) INC.,6/9/2016,Producer,MARTIN,42049,0,0,Crude,72,70,2,Tank Battery,Equipment Failure,Other,None,,"32.21709444, -102.126028",DIRT WORKS WILL BE CONDUCTING CLEANUP AND CLOSURE OF THIS SPILL,HOLT 2,SPRABERRY (TREND AREA)
2016,371,8,OXY USA INC.,6/9/2016,Producer,REEVES,40417,0,0,Crude,105,40,65,Tank Battery,Equipment Failure,Other,None,,"31.18268, -103.58603","HYDROCARBON, PRODUCED WATER FLUIDS WERE RECOVERED, REMEDIATION",POLO GROUNDS 150,WOLFBONE (TREND AREA)
2016,375,8,"PIONEER NATURAL RES. USA, INC.",6/8/2016,Producer,MIDLAND,22840,0,0,Crude,44,28,16,Tank Battery,Equipment Failure,Other,None,,"31.961739, -101.897602","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIOLOGICAL REMED",BUCHANAN -K-,SPRABERRY (TREND AREA)
2016,412,8,"SANDRIDGE EXPL. AND PROD., LLC",6/8/2016,Producer,ANDREWS,33254,0,0,Combined,385,200,185,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,None,,"SEC 15, BLK A47, PSL SUR","FLOW LINE SECTION ISOLATED, REPAIRED, CLEANED UP",LINDLEY 16,FUHRMAN-MASCHO
2016,453,7C,ENDEAVOR ENERGY RESOURCES L.P.,6/8/2016,Producer,REAGAN,13934,0,0,Crude,27,25,2,Tank Battery,Equipment Failure,Other,None,,"31.529446, -101.505630",REMEDIATION IN PROGRESS,"RICKER, RUPERT P. -CB-",SPRABERRY (TREND AREA)
2016,493,3,"DENBURY ONSHORE, LLC",6/8/2016,Producer,FORT BEND,4110,0,0,Crude,35,35,0,Tank Battery,Equipment Failure,Other,None,,"29.2644, -95.3421","CONTAINMENT BOOM PLACED AROUND FACILITY, CLEAN UP SPILL","GEORGE, A. P. -A-",THOMPSON
2016,351,7B,HEXAGON OIL AND GAS INC.,6/7/2016,Producer,ERATH,0,127220,0,Gas Well Liquid,3,0,3,Tank Battery,Company Human Error,Other,None,,"PHILIP WEPLER SUR, ABS 833","NO SIGNS OF LEAKAGE OR STAINING, PREVIOUS OPER OFF ON HIS COUNT","CEE BAR RANCH ""H""",BIG SUNDAY CREEK (BIG SALINE)
2016,352,7B,HEXAGON OIL AND GAS INC.,6/7/2016,Producer,ERATH,0,127699,0,Gas Well Liquid,18,0,18,Tank Battery,Company Human Error,Other,None,,"JAMES YEOMAN SUR, ABS 859","NO SIGNS OF LEAKAGE OR STAINING, PREVIOUS OPER OFF ON THE COUNT","CEE BAR RANCH ""O""",BIG SUNDAY CREEK (BIG SALINE)
2016,350,7B,HEXAGON OIL AND GAS INC.,6/7/2016,Producer,ERATH,0,122245,0,Gas Well Liquid,9,0,9,Tank Battery,Company Human Error,Other,None,,"PHILIP WEPLER SUR, ABS 833","NO VISIBLE SIGNS OF LEAKAGE OR STAINING, PREVIOUS OP OFF ON COUNT.","CEE BAR RANCH ""J""",BIG SUNDAY CREEK (BIG SALINE)
2016,464,10,PANTERA ENERGY COMPANY,6/7/2016,Producer,ROBERTS,0,0,385,Crude,15,1,14,Tank Battery,Equipment Failure,Other,None,,"SEC 192, BLK M-2 BS&F","VAC TRUCK, MIXED, TILLED IN EXISTING SOIL, BERM WAS IMPROVED","GLASSCOCK, LILLIAN BELL",NO FIELD NAME
2016,415,8,"LAREDO PETROLEUM, INC.",6/7/2016,Producer,GLASSCOCK,41494,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,None,,47 TANK BATTERY,"SHUT IN FRAC WELLS, VAC TRUCK, GANG BEGAN REMEDIATION OF SOILS",FUCHS-A-,SPRABERRY (TREND AREA)
2016,372,8,OXY USA INC.,6/7/2016,Producer,WARD,28857,0,0,Crude,340,340,0,Tank Battery,Equipment Failure,Other,None,,"31.43907, -103.43595","VAC TRUCK, BIOCIDE WAS SPRAYED AREA, REMEDIATED",WORSHAM -42-,COLLIE (DELAWARE)
2016,465,10,"SANGUINE GAS EXPLORATION, LLC",6/7/2016,Producer,WHEELER,0,266337,0,Crude,10,3,7,Tank Battery,Equipment Failure,Other,None,,"SEC 17, BLK A7, H&GN SUR","TILLED IN TLN LIME, ENVIRO CLEAN, DUG OUT, REPLACED W/CLEAN SOIL",MILLS RANCH & CO.,MILLS RANCH (GRANITE WASH CONS.)
2016,407,8,"JETTA OPERATING COMPANY, INC.",6/6/2016,Producer,WARD,38135,0,0,Crude,15,3,12,Stuffing Box,Equipment Failure,Other,None,,"SEC 39, BLK 33, AB 164, H & TC RR CO SVY","FLUID STAYED ON LOCATION, REMEDIATE AREA",BARSTOW 40,SCOTT (CHERRY CANYON)
2016,413,8,"DISCOVERY OPERATING, INC.",6/6/2016,Producer,MIDLAND,0,0,7451,Combined,50,46,4,Tank Battery,Equipment Failure,Other,None,,"SEC 22, BLK 41, T4S, T&P RR CO","VAC TRUCK, PICKED UP ALL FREE STANDING FLUID",LINDLEY 16,NO FIELD NAME
2016,364,7B,"TRINITY RIVER ENERGY OPER, LLC",6/6/2016,Producer,ERATH,0,0,5370,Crude,7,7,0,Tank Battery,Equipment Failure,Other,None,,"REEL, RJW",TREATED WITH MICROBAL BACTERIA,CRUSE-LEHMANN UNIT,NO FIELD NAME
2016,492,3,"DENBURY ONSHORE, LLC",6/6/2016,Producer,FORT BEND,4116,0,0,Crude,13,13,0,Tank Battery,Equipment Failure,Other,None,,"29.2730, -95.3446",VAC TRUCK TO RECOVER SPILLED FLUIDS,LOCKWOOD & SHARP -A-,THOMPSON
2016,388,5,"ATOKA OPERATING, INC.",6/5/2016,Producer,NAVARRO,3419,0,0,Crude,1,1,0,Tank Battery,Equipment Failure,Other,None,,"A-677 SUR, WM LOVE","BOOMS CONTAINED SPILL, PADS PLACED, VAC TRUCK",SOUTH KERENS UNIT,"KERENS, S. (WOODBINE)"
